name,creditScore,income,loanAmount,monthDuration,rate
John Doe,419,293940,1964007,7,0
John Doe,342,164059,1871733,28,0
John Doe,519,122459,1520548,13,0
John Doe,542,55098,193753,9,0.063
John Doe,770,91422,1991472,12,0
John Doe,338,118631,1871563,15,0
John Doe,379,299632,458120,7,0.059
John Doe,804,10118,310329,24,0.08
John Doe,756,25283,530212,20,0.08
John Doe,743,73751,683449,26,0.085
John Doe,362,197272,141954,22,0.08
John Doe,602,94969,1899612,12,0
John Doe,429,181308,1246681,27,0
John Doe,372,256277,1391874,7,0
John Doe,405,198720,1472157,27,0
John Doe,361,275050,296493,29,0.085
John Doe,813,144344,712204,4,0.055
John Doe,671,59717,649567,23,0.08
John Doe,574,69822,175730,15,0.067
John Doe,345,92830,547449,22,0.08
John Doe,715,5965,1897842,5,0
John Doe,561,36664,1271121,28,0
John Doe,345,151717,1415203,2,0
John Doe,611,180279,1862349,19,0
John Doe,389,254334,1963075,27,0
John Doe,409,222521,1976561,1,0
John Doe,813,75316,877587,18,0.08
John Doe,477,113,658803,6,0.059
John Doe,356,216800,1065289,24,0
John Doe,756,255461,348267,21,0.08
John Doe,593,293725,1583318,11,0
John Doe,805,247551,1486085,30,0
John Doe,532,256159,1176832,9,0
John Doe,382,88737,1871312,10,0
John Doe,724,4607,1633396,23,0
John Doe,619,158266,1891098,26,0
John Doe,395,217481,93644,8,0.059
John Doe,601,163236,1171412,5,0
John Doe,690,225717,1028942,7,0
John Doe,484,172787,1501685,22,0
John Doe,672,84059,1954269,10,0
John Doe,572,120550,1246323,7,0
John Doe,455,193856,1550891,19,0
John Doe,351,102810,1253018,3,0
John Doe,363,128235,1660276,28,0
John Doe,707,289889,605662,20,0.08
John Doe,605,179973,478586,7,0.059
John Doe,673,130761,1770674,24,0
John Doe,807,35780,598935,15,0.067
John Doe,575,175807,790779,1,0.055
John Doe,706,51389,654522,22,0.08
John Doe,500,50361,449399,20,0.08
John Doe,326,240966,1016202,14,0
John Doe,325,207979,1740425,17,0
John Doe,652,165883,68523,30,0.085
John Doe,457,23077,729454,24,0.08
John Doe,641,233595,272892,5,0.059
John Doe,736,289186,1899634,17,0
John Doe,690,151837,1738149,13,0
John Doe,323,183049,472823,27,0.085
John Doe,480,289016,39125,16,0.067
John Doe,582,93173,1838340,12,0
John Doe,445,113690,1203145,9,0
John Doe,338,71396,1179455,15,0
John Doe,356,227504,1241954,12,0
John Doe,560,220219,452925,12,0.063
John Doe,817,2629,430248,18,0.08
John Doe,714,119807,59110,23,0.08
John Doe,606,30392,1278295,21,0
John Doe,435,15013,1568015,7,0
John Doe,702,208758,1340704,8,0
John Doe,826,232889,687259,29,0.085
John Doe,716,126954,1640091,19,0
John Doe,596,288852,1937485,9,0
John Doe,499,162924,1526345,21,0
John Doe,550,138962,1123883,0,0
John Doe,681,18297,1670875,8,0
John Doe,726,266195,1262774,19,0
John Doe,335,83932,1011101,11,0
John Doe,795,189840,961908,24,0.08
John Doe,841,222381,1682680,19,0
John Doe,427,94249,903261,24,0.08
John Doe,353,70056,143338,28,0.085
John Doe,426,91592,797404,18,0.08
John Doe,812,7780,109504,10,0.063
John Doe,471,113575,447580,10,0.063
John Doe,624,112586,870417,20,0.08
John Doe,831,240373,1076562,30,0
John Doe,434,32932,758302,16,0.067
John Doe,339,187548,246402,3,0.055
John Doe,610,103564,750407,24,0.08
John Doe,631,120115,174860,16,0.067
John Doe,450,22352,1540748,21,0
John Doe,483,229102,1376345,15,0
John Doe,365,19918,1096875,2,0
John Doe,430,192248,1901711,5,0
John Doe,669,191674,1328767,14,0
John Doe,664,144269,311328,10,0.063
John Doe,838,291906,1631206,3,0
John Doe,732,171526,399292,6,0.059
John Doe,801,179372,774117,16,0.067
John Doe,402,33875,1821800,11,0
John Doe,680,5081,1932928,13,0
John Doe,599,36679,1617119,11,0
John Doe,346,154625,67047,27,0.085
John Doe,613,57076,303950,24,0.08
John Doe,789,141905,832009,24,0.08
John Doe,545,169786,1194356,14,0
John Doe,768,248058,1681343,13,0
John Doe,644,163535,860111,7,0.059
John Doe,350,41731,678141,20,0.08
John Doe,432,254132,669698,8,0.059
John Doe,508,94937,1162819,10,0
John Doe,753,244597,1008235,25,0
John Doe,599,246030,150507,3,0.055
John Doe,778,86763,1464099,23,0
John Doe,526,288921,1965603,9,0
John Doe,575,238191,1892442,21,0
John Doe,636,299555,937574,10,0.063
John Doe,603,279042,1044478,23,0
John Doe,635,118556,1225294,4,0
John Doe,785,47008,298304,16,0.067
John Doe,418,97579,219945,1,0.055
John Doe,670,126225,76934,21,0.08
John Doe,574,198486,180380,2,0.055
John Doe,834,195087,1645638,29,0
John Doe,713,4378,430341,9,0.063
John Doe,416,25428,1215894,20,0
John Doe,445,212691,1713025,17,0
John Doe,330,254078,1438254,14,0
John Doe,738,118846,243280,7,0.059
John Doe,514,110302,1451015,23,0
John Doe,763,258086,177640,26,0.085
John Doe,306,17203,394222,26,0.085
John Doe,777,229408,163044,19,0.08
John Doe,532,150333,646538,7,0.059
John Doe,591,213411,1320381,14,0
John Doe,724,286385,661876,14,0.067
John Doe,448,82344,432054,23,0.08
John Doe,618,232897,1058186,2,0
John Doe,595,60603,665020,30,0.085
John Doe,331,266005,1145898,10,0
John Doe,811,285207,272754,2,0.055
John Doe,486,107052,200602,1,0.055
John Doe,606,53716,1250368,12,0
John Doe,409,225402,1024484,7,0
John Doe,789,280168,1704664,1,0
John Doe,479,19477,463697,28,0.085
John Doe,635,163938,51714,1,0.055
John Doe,323,201546,32733,21,0.08
John Doe,787,250970,344240,29,0.085
John Doe,630,15111,1339171,21,0
John Doe,311,28384,803501,27,0.085
John Doe,316,163154,19010,27,0.085
John Doe,388,171579,1698719,9,0
John Doe,440,207714,18876,29,0.085
John Doe,547,95081,1262739,25,0
John Doe,420,248111,650227,18,0.08
John Doe,493,64680,506130,26,0.085
John Doe,664,148933,1464562,11,0
John Doe,567,286952,1212391,27,0
John Doe,580,217157,948578,26,0.085
John Doe,829,113876,652174,4,0.055
John Doe,525,38423,1823941,22,0
John Doe,465,203574,1701275,12,0
John Doe,552,38618,1586435,14,0
John Doe,608,64717,110688,4,0.055
John Doe,792,22152,1280909,12,0
John Doe,502,41132,151754,15,0.067
John Doe,302,131333,547735,1,0.055
John Doe,520,156647,1207923,10,0
John Doe,653,221244,78140,17,0.067
John Doe,412,238218,38765,19,0.08
John Doe,838,145976,883347,9,0.063
John Doe,753,150515,1301892,22,0
John Doe,703,19538,538161,18,0.08
John Doe,583,48008,1853524,6,0
John Doe,667,158611,1844524,23,0
John Doe,423,154463,696539,10,0.063
John Doe,509,14536,434412,16,0.067
John Doe,316,195842,12458,20,0.08
John Doe,659,84604,1672707,13,0
John Doe,818,204826,1276516,24,0
John Doe,480,203463,1026692,8,0
John Doe,668,5339,256751,7,0.059
John Doe,307,195914,1755587,2,0
John Doe,802,128112,951861,23,0.08
John Doe,783,33915,475748,6,0.059
John Doe,584,65964,1910086,1,0
John Doe,499,240312,1728450,3,0
John Doe,460,295179,1542886,6,0
John Doe,570,296882,189715,25,0.08
John Doe,507,270282,1121981,26,0
John Doe,555,217235,1406497,19,0
John Doe,717,179428,1214096,19,0
John Doe,487,278913,1930442,15,0
John Doe,560,270174,921365,6,0.059
John Doe,331,161748,177962,8,0.059
John Doe,599,147110,981999,9,0.063
John Doe,798,119778,1220674,19,0
John Doe,339,287890,1539795,22,0
John Doe,387,25505,1669485,24,0
John Doe,595,239816,175132,24,0.08
John Doe,584,42191,1743429,8,0
John Doe,587,170063,36004,1,0.055
John Doe,559,121612,1114339,27,0
John Doe,438,156743,15710,4,0.055
John Doe,762,131011,12812,6,0.059
John Doe,522,290685,1763210,9,0
John Doe,639,18958,910771,24,0.08
John Doe,629,7534,1720760,14,0
John Doe,672,140774,1620882,11,0
John Doe,340,192531,1667909,3,0
John Doe,667,30849,351825,19,0.08
John Doe,706,285296,1686655,10,0
John Doe,786,2544,1828100,20,0
John Doe,338,5653,793611,7,0.059
John Doe,313,242696,439676,25,0.08
John Doe,577,103818,1424472,6,0
John Doe,324,183744,165263,20,0.08
John Doe,511,296299,685272,12,0.063
John Doe,764,64011,66643,20,0.08
John Doe,320,153095,1954599,6,0
John Doe,540,127983,1052713,24,0
John Doe,664,179983,1649915,14,0
John Doe,430,171153,1651694,4,0
John Doe,573,152927,1347543,29,0
John Doe,343,165871,218024,9,0.063
John Doe,804,178452,26227,27,0.085
John Doe,352,229000,565371,2,0.055
John Doe,739,125672,13916,15,0.067
John Doe,824,242390,1906240,5,0
John Doe,495,211873,750648,29,0.085
John Doe,730,242168,1357740,5,0
John Doe,533,66188,1200067,8,0
John Doe,436,151601,527127,14,0.067
John Doe,480,94851,579775,8,0.059
John Doe,333,89393,923085,6,0.059
John Doe,549,259520,1936864,10,0
John Doe,399,205327,471819,7,0.059
John Doe,514,247742,338629,15,0.067
John Doe,540,238363,291722,1,0.055
John Doe,834,85111,417646,10,0.063
John Doe,364,288885,1356585,6,0
John Doe,740,43219,1511643,21,0
John Doe,646,222553,733429,18,0.08
John Doe,309,50093,1447355,2,0
John Doe,797,274073,914383,4,0.055
John Doe,692,282169,1377937,26,0
John Doe,399,186533,288659,8,0.059
John Doe,431,13666,208418,21,0.08
John Doe,803,167282,155211,4,0.055
John Doe,625,232763,1714785,1,0
John Doe,382,171725,1712816,20,0
John Doe,464,199625,129910,24,0.08
John Doe,805,68984,1254200,30,0
John Doe,424,271885,852862,24,0.08
John Doe,620,220756,125518,24,0.08
John Doe,338,244783,1125105,2,0
John Doe,811,209799,1901749,2,0
John Doe,824,139126,1564204,25,0
John Doe,755,25327,400944,29,0.085
John Doe,559,197338,1878476,11,0
John Doe,436,7921,562903,18,0.08
John Doe,560,250152,1898517,29,0
John Doe,815,129910,516947,22,0.08
John Doe,670,61173,216775,2,0.055
John Doe,495,62917,1243593,5,0
John Doe,752,118519,655776,13,0.067
John Doe,428,231630,1699808,3,0
John Doe,418,279636,889803,20,0.08
John Doe,767,61738,1949188,26,0
John Doe,716,102856,1692803,30,0
John Doe,682,285321,1258117,3,0
John Doe,510,165528,315006,26,0.085
John Doe,560,124260,46271,10,0.063
John Doe,823,29858,1708779,4,0
John Doe,365,32043,1493407,12,0
John Doe,786,212838,1006064,13,0
John Doe,457,57747,201378,13,0.067
John Doe,301,242638,539418,19,0.08
John Doe,310,19231,6838,8,0.059
John Doe,675,270191,509130,18,0.08
John Doe,446,122354,470877,5,0.059
John Doe,502,188725,1311798,29,0
John Doe,829,71191,1090319,20,0
John Doe,543,16052,711405,13,0.067
John Doe,377,133130,1454028,18,0
John Doe,765,292396,71587,5,0.059
John Doe,570,99791,697147,23,0.08
John Doe,729,51375,1365259,22,0
John Doe,775,137931,196653,24,0.08
John Doe,467,151988,691709,16,0.067
John Doe,813,116999,731346,2,0.055
John Doe,354,16753,587107,9,0.063
John Doe,376,15258,745773,2,0.055
John Doe,722,164484,1006212,26,0
John Doe,476,123288,76551,11,0.063
John Doe,505,147993,943770,7,0.059
John Doe,530,231243,905895,6,0.059
John Doe,315,206909,185415,15,0.067
John Doe,417,298989,1904408,25,0
John Doe,792,106650,530070,6,0.059
John Doe,436,80851,1835594,3,0
John Doe,451,196930,1378125,3,0
John Doe,614,19304,1359118,22,0
John Doe,522,260207,169935,1,0.055
John Doe,461,14816,1648373,7,0
John Doe,413,13566,1594033,16,0
John Doe,765,247975,708874,5,0.059
John Doe,667,240417,539269,21,0.08
John Doe,429,20945,144693,17,0.067
John Doe,531,83022,684123,8,0.059
John Doe,432,239509,486599,11,0.063
John Doe,807,177737,612399,27,0.085
John Doe,674,186115,1202466,26,0
John Doe,687,24418,1099211,10,0
John Doe,606,195381,1011521,15,0
John Doe,375,94864,1374907,10,0
John Doe,543,13625,191172,21,0.08
John Doe,398,5556,1866496,28,0
John Doe,436,75799,989768,10,0.063
John Doe,512,43040,224168,4,0.055
John Doe,316,9574,50176,24,0.08
John Doe,841,279837,1921270,20,0
John Doe,429,65373,636305,15,0.067
John Doe,335,81136,1894931,5,0
John Doe,718,81454,1384690,13,0
John Doe,554,262111,1565700,9,0
John Doe,649,228470,1942173,24,0
John Doe,839,129420,1100820,15,0
John Doe,783,112430,1083228,13,0
John Doe,571,253440,398850,9,0.063
John Doe,843,168006,330136,24,0.08
John Doe,685,277507,373598,3,0.055
John Doe,329,285578,548298,25,0.08
John Doe,737,242650,1571902,19,0
John Doe,591,220146,1998478,24,0
John Doe,747,189150,1810612,4,0
John Doe,305,233825,657437,25,0.08
John Doe,685,196051,1669761,29,0
John Doe,837,276598,1746835,25,0
John Doe,847,225349,1606796,16,0
John Doe,602,283443,34633,23,0.08
John Doe,818,95794,905051,26,0.085
John Doe,683,226145,1009587,21,0
John Doe,333,1689,1351174,20,0
John Doe,841,241629,112522,23,0.08
John Doe,679,2117,1632705,8,0
John Doe,544,247528,1191474,28,0
John Doe,448,205865,108783,2,0.055
John Doe,796,152083,803661,3,0.055
John Doe,846,95082,453185,30,0.085
John Doe,703,167009,1206743,27,0
John Doe,530,127066,287474,25,0.08
John Doe,573,206430,374575,18,0.08
John Doe,543,97398,369581,24,0.08
John Doe,654,15662,367276,21,0.08
John Doe,481,190147,205054,7,0.059
John Doe,826,253930,329149,3,0.055
John Doe,690,291563,598646,10,0.063
John Doe,408,83882,446778,30,0.085
John Doe,535,144513,1125751,14,0
John Doe,368,197152,758342,9,0.063
John Doe,429,221785,708044,27,0.085
John Doe,615,173612,1867266,21,0
John Doe,427,230147,326007,24,0.08
John Doe,549,97100,1701072,10,0
John Doe,368,114031,761906,9,0.063
John Doe,439,192445,510712,28,0.085
John Doe,594,131423,478094,28,0.085
John Doe,485,237755,1586539,20,0
John Doe,733,156039,104007,1,0.055
John Doe,699,218030,1652863,1,0
John Doe,381,133148,1306108,14,0
John Doe,387,117113,791116,22,0.08
John Doe,694,53240,292673,3,0.055
John Doe,650,286122,1947880,16,0
John Doe,829,112714,72357,25,0.08
John Doe,820,39454,743352,26,0.085
John Doe,341,216312,523783,22,0.08
John Doe,453,21138,1261592,5,0
John Doe,349,237289,993230,22,0.08
John Doe,398,181989,848492,13,0.067
John Doe,659,141424,637987,16,0.067
John Doe,836,34236,1457785,30,0
John Doe,711,85672,162100,22,0.08
John Doe,454,297933,779350,22,0.08
John Doe,819,15254,1505548,29,0
John Doe,510,260702,986116,2,0.055
John Doe,516,80743,1972867,14,0
John Doe,542,97686,393224,21,0.08
John Doe,784,213458,1216966,7,0
John Doe,742,295849,301850,15,0.067
John Doe,582,358,1391243,26,0
John Doe,736,219995,1684958,15,0
John Doe,823,63548,79803,8,0.059
John Doe,596,16646,1766769,26,0
John Doe,434,232123,1711899,13,0
John Doe,635,265820,774122,27,0.085
John Doe,363,110971,1931917,17,0
John Doe,752,244956,737273,9,0.063
John Doe,756,50649,1668117,21,0
John Doe,795,119093,949709,18,0.08
John Doe,333,60697,1728547,21,0
John Doe,405,17522,39769,8,0.059
John Doe,656,24685,926599,22,0.08
John Doe,802,120633,258599,3,0.055
John Doe,839,165759,1745485,26,0
John Doe,406,177771,1965160,18,0
John Doe,440,206001,1103602,3,0
John Doe,424,294221,1024447,4,0
John Doe,362,98888,1062821,24,0
John Doe,846,295016,283318,2,0.055
John Doe,642,211909,479580,25,0.08
John Doe,641,147155,21557,11,0.063
John Doe,766,273815,1253519,18,0
John Doe,827,147773,1585126,26,0
John Doe,511,89004,568043,11,0.063
John Doe,621,81584,803667,3,0.055
John Doe,421,278764,1398333,29,0
John Doe,542,279726,503758,16,0.067
John Doe,582,137049,1610345,30,0
John Doe,414,157508,1900486,10,0
John Doe,366,146300,1683369,21,0
John Doe,771,249243,1048558,9,0
John Doe,581,78805,1921623,8,0
John Doe,498,143531,245191,5,0.059
John Doe,556,10938,908832,30,0.085
John Doe,732,146382,403980,25,0.08
John Doe,681,84212,804157,24,0.08
John Doe,517,77322,284005,22,0.08
John Doe,322,98797,1247275,14,0
John Doe,373,44984,102717,15,0.067
John Doe,702,95492,472888,28,0.085
John Doe,362,34182,1744355,17,0
John Doe,634,152063,1536942,17,0
John Doe,535,191729,476274,7,0.059
John Doe,357,53551,1103895,14,0
John Doe,639,269197,1000998,7,0
John Doe,428,15164,280547,3,0.055
John Doe,367,108917,1717881,1,0
John Doe,619,95498,720110,10,0.063
John Doe,609,256218,379904,2,0.055
John Doe,646,99298,1342111,4,0
John Doe,413,203281,761800,2,0.055
John Doe,477,78156,169591,27,0.085
John Doe,638,295175,577562,6,0.059
John Doe,619,197319,1094226,15,0
John Doe,669,29285,1489693,27,0
John Doe,601,83118,930172,15,0.067
John Doe,472,98276,1648779,7,0
John Doe,492,41998,1465402,7,0
John Doe,455,252132,518878,22,0.08
John Doe,391,75217,1890336,23,0
John Doe,408,195172,1728926,23,0
John Doe,377,87286,971908,11,0.063
John Doe,696,193129,8936,12,0.063
John Doe,328,218208,609665,28,0.085
John Doe,819,17407,1806975,27,0
John Doe,540,44446,1390775,12,0
John Doe,609,218040,542274,6,0.059
John Doe,305,299027,853242,10,0.063
John Doe,497,33328,1453556,5,0
John Doe,407,222824,1240420,3,0
John Doe,627,47777,1190883,29,0
John Doe,699,175148,1422888,21,0
John Doe,470,6050,433678,22,0.08
John Doe,593,8466,682578,5,0.059
John Doe,740,229982,375678,17,0.067
John Doe,463,238423,1474147,1,0
John Doe,477,139217,596611,3,0.055
John Doe,661,262982,1844038,21,0
John Doe,741,10021,56445,12,0.063
John Doe,351,283148,611428,1,0.055
John Doe,421,157971,1335849,19,0
John Doe,491,139740,1878911,18,0
John Doe,774,80388,1159558,27,0
John Doe,836,176232,94750,1,0.055
John Doe,402,45886,249950,20,0.08
John Doe,520,94885,1351932,28,0
John Doe,528,168704,1957277,16,0
John Doe,839,152973,470026,1,0.055
John Doe,757,122632,410445,4,0.055
John Doe,795,116655,1720576,25,0
John Doe,745,246250,1356571,8,0
John Doe,729,103289,850867,20,0.08
John Doe,413,201653,855879,8,0.059
John Doe,442,8098,828522,9,0.063
John Doe,489,101401,1737049,16,0
John Doe,437,170163,1933387,1,0
John Doe,507,212426,1581482,17,0
John Doe,465,35520,395265,28,0.085
John Doe,705,25314,1096736,22,0
John Doe,643,54632,616488,8,0.059
John Doe,827,107652,381808,2,0.055
John Doe,712,197898,496443,22,0.08
John Doe,323,925,1821058,7,0
John Doe,683,209834,828662,27,0.085
John Doe,371,102245,429103,21,0.08
John Doe,696,280958,976717,19,0.08
John Doe,603,70555,1384539,22,0
John Doe,594,10427,828328,15,0.067
John Doe,777,108034,433038,17,0.067
John Doe,731,233756,621798,30,0.085
John Doe,556,82328,726374,30,0.085
John Doe,414,203132,1848244,2,0
John Doe,676,135825,1627855,13,0
John Doe,559,245330,1738492,11,0
John Doe,376,181148,910159,8,0.059
John Doe,772,279217,495564,26,0.085
John Doe,765,34821,1670824,29,0
John Doe,785,104394,551384,25,0.08
John Doe,496,116125,1984705,15,0
John Doe,576,60413,1797608,29,0
John Doe,829,128332,811356,7,0.059
John Doe,479,95993,522071,22,0.08
John Doe,614,83115,1707020,7,0
John Doe,678,56062,1199436,16,0
John Doe,332,284334,402941,7,0.059
John Doe,686,25715,331588,4,0.055
John Doe,367,108438,1970166,29,0
John Doe,337,131242,172847,25,0.08
John Doe,593,229623,1980545,24,0
John Doe,565,264240,838970,23,0.08
John Doe,478,207885,1397834,20,0
John Doe,717,23156,1387400,11,0
John Doe,322,177161,713913,15,0.067
John Doe,778,172949,1838635,4,0
John Doe,805,223753,1624152,28,0
John Doe,356,156273,1622622,5,0
John Doe,384,87666,72692,6,0.059
John Doe,765,4735,1886545,21,0
John Doe,656,151936,271335,4,0.055
John Doe,430,235498,1766533,22,0
John Doe,662,228621,1002106,27,0
John Doe,531,73344,849876,4,0.055
John Doe,685,221007,1569480,15,0
John Doe,626,141102,1349184,18,0
John Doe,633,126532,808368,29,0.085
John Doe,580,49282,1157180,29,0
John Doe,620,75743,1931890,18,0
John Doe,377,209191,100861,22,0.08
John Doe,682,31670,290866,30,0.085
John Doe,501,170714,1985799,1,0
John Doe,480,248701,606013,30,0.085
John Doe,754,57162,1003185,20,0
John Doe,439,128450,433555,14,0.067
John Doe,626,53753,820550,11,0.063
John Doe,422,175234,764172,29,0.085
John Doe,494,104951,217308,25,0.08
John Doe,304,29207,180899,13,0.067
John Doe,383,48201,952463,3,0.055
John Doe,308,119740,79935,26,0.085
John Doe,823,149737,1126939,17,0
John Doe,788,284356,474079,5,0.059
John Doe,763,211996,1558640,14,0
John Doe,440,33946,1955090,10,0
John Doe,546,174404,524953,20,0.08
John Doe,602,227730,811065,20,0.08
John Doe,334,170545,1014028,24,0
John Doe,691,261713,1118869,19,0
John Doe,534,108183,700839,20,0.08
John Doe,724,52394,1119573,24,0
John Doe,653,285564,33214,20,0.08
John Doe,774,39094,315146,15,0.067
John Doe,726,211744,1852275,5,0
John Doe,692,79294,1694787,15,0
John Doe,752,282221,1125076,1,0
John Doe,401,113301,225035,18,0.08
John Doe,539,228424,847610,16,0.067
John Doe,846,138822,1354130,12,0
John Doe,492,173082,665410,26,0.085
John Doe,581,219753,641426,17,0.067
John Doe,598,228338,907083,30,0.085
John Doe,726,233733,799261,1,0.055
John Doe,814,272749,1652414,16,0
John Doe,786,12532,1218618,15,0
John Doe,639,272809,249084,19,0.08
John Doe,565,90783,450858,26,0.085
John Doe,344,218086,907168,11,0.063
John Doe,429,40357,864405,2,0.055
John Doe,759,42852,163814,8,0.059
John Doe,523,38088,1734644,12,0
John Doe,596,95517,116037,14,0.067
John Doe,802,97575,23549,18,0.08
John Doe,681,207398,330191,4,0.055
John Doe,488,265380,1947504,13,0
John Doe,510,129163,1684155,8,0
John Doe,520,57715,1720752,2,0
John Doe,752,54474,1482883,12,0
John Doe,586,35200,1420419,3,0
John Doe,738,201438,1878947,29,0
John Doe,642,15780,1287882,4,0
John Doe,766,171770,764844,11,0.063
John Doe,482,214525,1720357,4,0
John Doe,531,261211,1189892,29,0
John Doe,358,124751,1194318,21,0
John Doe,616,141815,1266777,16,0
John Doe,821,188418,1096124,25,0
John Doe,357,123782,1215506,11,0
John Doe,669,11666,330950,6,0.059
John Doe,807,111413,358416,27,0.085
John Doe,661,299998,273595,13,0.067
John Doe,626,81661,710769,4,0.055
John Doe,666,299168,467505,11,0.063
John Doe,430,5070,1457588,27,0
John Doe,667,234380,43619,12,0.063
John Doe,658,125490,688028,22,0.08
John Doe,634,139567,409489,18,0.08
John Doe,744,177794,861489,5,0.059
John Doe,524,228185,1861277,6,0
John Doe,693,120478,1661620,17,0
John Doe,770,190246,625203,23,0.08
John Doe,578,144005,1180649,25,0
John Doe,638,240818,1888098,25,0
John Doe,347,95315,1261273,12,0
John Doe,440,121626,1794924,13,0
John Doe,612,76166,1769564,8,0
John Doe,460,268935,1559166,28,0
John Doe,406,277775,1511569,9,0
John Doe,763,51961,1853467,4,0
John Doe,651,39364,338990,11,0.063
John Doe,463,121334,1845020,28,0
John Doe,492,154119,84553,14,0.067
John Doe,574,46848,1654000,1,0
John Doe,403,116209,663423,11,0.063
John Doe,579,198002,1903564,2,0
John Doe,752,37864,779812,20,0.08
John Doe,307,105651,1375139,13,0
John Doe,547,80257,963278,4,0.055
John Doe,693,234112,1780149,20,0
John Doe,808,7639,1371124,25,0
John Doe,437,81921,224938,23,0.08
John Doe,300,195573,144827,16,0.067
John Doe,798,77507,1214356,11,0
John Doe,368,213576,1781042,12,0
John Doe,357,50414,864600,15,0.067
John Doe,306,55128,621942,8,0.059
John Doe,491,166507,449894,18,0.08
John Doe,321,157062,304553,7,0.059
John Doe,662,139495,1281318,30,0
John Doe,386,221402,922235,14,0.067
John Doe,729,163895,219444,27,0.085
John Doe,500,219676,300186,9,0.063
John Doe,475,194444,583826,11,0.063
John Doe,311,298857,696165,28,0.085
John Doe,396,82472,789135,23,0.08
John Doe,634,53742,401758,18,0.08
John Doe,789,224631,1375868,16,0
John Doe,681,149915,1101243,2,0
John Doe,820,7824,97760,18,0.08
John Doe,664,249203,1876161,9,0
John Doe,518,15519,1981949,6,0
John Doe,333,263591,824433,16,0.067
John Doe,303,84775,613716,25,0.08
John Doe,808,59365,1262395,30,0
John Doe,308,155123,856343,10,0.063
John Doe,352,299138,234411,24,0.08
John Doe,818,185446,1558040,14,0
John Doe,765,101560,874314,17,0.067
John Doe,731,233831,1000511,16,0
John Doe,410,155884,1321320,26,0
John Doe,624,18960,1604808,21,0
John Doe,514,47921,134282,24,0.08
John Doe,747,126387,145693,22,0.08
John Doe,505,264834,1185190,8,0
John Doe,570,275528,1070564,16,0
John Doe,818,286181,1027260,3,0
John Doe,488,155367,826589,21,0.08
John Doe,665,257708,1875219,24,0
John Doe,452,120992,1942313,17,0
John Doe,749,160783,1224558,14,0
John Doe,618,66637,1278696,30,0
John Doe,332,244745,1360609,29,0
John Doe,629,271874,869028,10,0.063
John Doe,558,613,623779,28,0.085
John Doe,468,119047,1335982,2,0
John Doe,594,123926,1329672,29,0
John Doe,415,285565,454502,11,0.063
John Doe,331,1238,1186250,20,0
John Doe,410,3033,1187251,5,0
John Doe,667,251193,1367440,13,0
John Doe,793,95497,1839749,19,0
John Doe,806,156831,25477,6,0.059
John Doe,514,55813,968656,28,0.085
John Doe,678,223803,1853024,21,0
John Doe,456,7002,651086,19,0.08
John Doe,301,129793,1709952,19,0
John Doe,353,134518,1726511,17,0
John Doe,564,267144,1646495,17,0
John Doe,365,45990,915383,23,0.08
John Doe,357,204610,1690895,1,0
John Doe,443,242886,1278619,9,0
John Doe,547,269136,1301053,8,0
John Doe,525,219712,1506880,0,0
John Doe,434,196581,650279,30,0.085
John Doe,750,282036,1934056,12,0
John Doe,709,275793,139778,3,0.055
John Doe,740,6553,1090352,1,0
John Doe,431,75806,1386749,24,0
John Doe,721,211377,900426,5,0.059
John Doe,666,246563,77295,13,0.067
John Doe,719,240154,363287,7,0.059
John Doe,787,122207,1616818,29,0
John Doe,492,261845,514278,6,0.059
John Doe,636,68755,545145,26,0.085
John Doe,639,92135,675161,5,0.059
John Doe,820,48336,1765991,20,0
John Doe,659,240469,174504,28,0.085
John Doe,393,46664,1295732,30,0
John Doe,350,187262,1814743,15,0
John Doe,474,13341,459222,18,0.08
John Doe,552,102619,1040180,29,0
John Doe,536,12953,1213187,29,0
John Doe,815,105134,906791,4,0.055
John Doe,601,103727,1992382,14,0
John Doe,669,46373,173461,21,0.08
John Doe,762,257392,1550529,17,0
John Doe,442,133287,947359,24,0.08
John Doe,827,274408,1576179,14,0
John Doe,632,2048,864760,28,0.085
John Doe,412,131251,1241006,19,0
John Doe,574,38108,1532364,10,0
John Doe,488,127028,1591255,23,0
John Doe,444,149243,371605,6,0.059
John Doe,711,164442,97525,29,0.085
John Doe,609,211997,1796903,11,0
John Doe,452,151691,1477903,21,0
John Doe,445,293634,1234193,3,0
John Doe,479,26947,817585,19,0.08
John Doe,466,37968,483255,14,0.067
John Doe,696,272931,1206173,5,0
John Doe,445,76283,1699818,4,0
John Doe,335,176125,752150,1,0.055
John Doe,604,286209,393343,9,0.063
John Doe,605,221179,1531860,23,0
John Doe,681,269396,594963,3,0.055
John Doe,807,157172,1375421,1,0
John Doe,356,121074,256856,5,0.059
John Doe,470,296929,1441142,15,0
John Doe,473,234217,228011,8,0.059
John Doe,701,65322,1308456,22,0
John Doe,497,251583,259118,8,0.059
John Doe,437,6482,321413,7,0.059
John Doe,549,179168,1587170,27,0
John Doe,519,235298,1603136,7,0
John Doe,373,3722,123155,8,0.059
John Doe,588,25328,1468102,11,0
John Doe,792,259354,1217320,27,0
John Doe,343,96104,1783963,5,0
John Doe,721,28653,728339,18,0.08
John Doe,802,288156,547062,22,0.08
John Doe,442,2222,716173,29,0.085
John Doe,305,217408,1873718,16,0
