name,creditScore,income,loanAmount,monthDuration,approval,rate,yearlyReimbursement,loanAmountOnIncome,yearlyReimbursementOnIncome
John Doe,669,226993,1750071,14, false,0,0,7.709801624,0
John Doe,636,80546,1030569,24, false,0,0,12.79478807,0
John Doe,721,281883,148890,29, true,0.085,13908.74368,0.528197869,0.049342258
John Doe,366,136097,1957676,5, false,0,0,14.384417,0
John Doe,439,126731,267220,22, true,0.08,26149.98209,2.108560652,0.206342427
John Doe,627,275353,1625082,16, false,0,0,5.901813309,0
John Doe,364,208615,1294876,14, false,0,0,6.207012919,0
John Doe,693,95734,194921,19, true,0.08,20258.99255,2.03606869,0.211617529
John Doe,766,230958,1860087,14, false,0,0,8.053789001,0
John Doe,656,236323,1290453,3, false,0,0,5.46054764,0
John Doe,821,32960,1182523,8, false,0,0,35.8775182,0
John Doe,423,13728,1611209,1, false,0,0,117.366623,0
John Doe,790,104076,1263462,1, false,0,0,12.13980168,0
John Doe,779,109244,826679,1, false,0.055,851513.6068,7.567271429,7.79460297
John Doe,799,205327,1787567,11, false,0,0,8.705951969,0
John Doe,656,241079,1190783,5, false,0,0,4.939389163,0
John Doe,596,123590,1775304,28, false,0,0,14.36446314,0
John Doe,469,20011,1582463,6, false,0,0,79.07965619,0
John Doe,411,253002,1634540,13, false,0,0,6.460581339,0
John Doe,569,117219,155683,0, false,0.055, Infinity,1.32813793,#VALUE!
John Doe,626,1065,358546,20, false,0.08,36049.47133,336.6629108,33.84926886
John Doe,338,110434,1390684,27, false,0,0,12.59289712,0
John Doe,819,110504,418331,23, true,0.08,39932.69328,3.785663867,0.361368758
John Doe,468,230691,212503,4, true,0.055,59304.84906,0.921158606,0.257074828
John Doe,653,33788,81582,21, true,0.08,8134.283568,2.414525867,0.240744749
John Doe,806,63679,835892,26, false,0.085,80463.53391,13.12665086,1.263580363
John Doe,663,140780,108921,7, true,0.059,20215.78109,0.773696548,0.143598388
John Doe,840,144264,180194,12, true,0.063,21744.18557,1.249057284,0.15072496
John Doe,428,184135,149810,1, false,0.055,364502.8012,0.813587857,1.979541104
John Doe,620,292787,864475,26, true,0.085,82834.42228,2.952573031,0.282917009
John Doe,701,227782,1773124,28, false,0,0,7.784302535,0
John Doe,660,20026,1951980,16, false,0,0,97.47228603,0
John Doe,693,4651,1477884,8, false,0,0,317.7561815,0
John Doe,844,62500,1492360,8, false,0,0,23.87776,0
John Doe,747,237307,1763172,14, false,0,0,7.429919893,0
John Doe,810,209529,457356,24, true,0.08,43020.86973,2.182781381,0.205321792
John Doe,621,213478,1387078,18, false,0,0,6.497521993,0
John Doe,459,252018,546669,12, false,0.063,65653.20507,2.169166488,0.260509984
John Doe,727,274891,275510,6, true,0.059,57317.32163,1.002251802,0.20850927
John Doe,762,94323,1440489,5, false,0,0,15.2718743,0
John Doe,792,77000,584445,7, false,0.059,108473.2254,7.590194805,1.408743187
John Doe,750,144374,996974,28, false,0.085,93602.98306,6.905495449,0.648336841
John Doe,775,17123,1574157,23, false,0,0,91.93231326,0
John Doe,405,173035,1459278,3, false,0,0,8.433426763,0
John Doe,571,74456,1090213,20, false,0,0,14.64237939,0
John Doe,465,246700,1488356,11, false,0,0,6.033060397,0
John Doe,392,155903,401536,8, false,0.059,65236.02947,2.575550182,0.41843986
John Doe,348,292602,534693,13, false,0.067,62739.43701,1.827373019,0.21441903
John Doe,526,202766,1227128,18, false,0,0,6.051941647,0
John Doe,481,5012,1182682,13, false,0,0,235.9700718,0
John Doe,721,74019,1265677,12, false,0,0,17.09935287,0
John Doe,375,113397,1342900,28, false,0,0,11.84246497,0
John Doe,828,28927,1170208,29, false,0,0,40.45383206,0
John Doe,699,76978,946112,21, false,0.08,94489.01285,12.29068045,1.227480746
John Doe,848,264810,396191,14, true,0.067,45014.63335,1.496133077,0.169988419
John Doe,551,80640,1743101,3, false,0,0,21.61583581,0
John Doe,620,212093,1877670,1, false,0,0,8.853050313,0
John Doe,598,166700,289998,18, true,0.08,30448.48935,1.739640072,0.182654405
John Doe,667,218757,202484,24, true,0.08,19137.13264,0.925611523,0.087481236
John Doe,638,247896,1771869,10, false,0,0,7.147630458,0
John Doe,626,97823,1483505,13, false,0,0,15.16519632,0
John Doe,585,6684,1278990,15, false,0,0,191.3509874,0
John Doe,331,25538,1046135,10, false,0,0,40.96385778,0
John Doe,750,262366,10170,13, true,0.067,1193.320418,0.038762645,0.004548304
John Doe,552,132966,429501,14, true,0.067,47534.98611,3.230156581,0.357497301
John Doe,498,193937,864295,23, false,0.08,83269.15021,4.456576105,0.429361856
John Doe,705,181377,1055409,4, false,0,0,5.818868986,0
John Doe,345,176311,1442163,19, false,0,0,8.179654134,0
John Doe,449,261292,1749230,4, false,0,0,6.694540973,0
John Doe,685,249556,1781662,27, false,0,0,7.139327446,0
John Doe,495,48447,1563402,21, false,0,0,32.2703573,0
John Doe,673,194131,1575233,29, false,0,0,8.114278503,0
John Doe,572,37202,1988814,29, false,0,0,53.45986775,0
John Doe,643,174166,1272847,2, false,0,0,7.308240414,0
John Doe,606,85671,1542295,7, false,0,0,18.00253295,0
John Doe,355,100488,1678629,27, false,0,0,16.70477072,0
John Doe,310,137744,1259030,10, false,0,0,9.140361831,0
John Doe,592,115266,445902,2, false,0.055,294707.0582,3.868460778,2.556756183
John Doe,449,158411,1134741,6, false,0,0,7.16327149,0
John Doe,696,241305,1523450,27, false,0,0,6.313379333,0
John Doe,814,161635,1860591,10, false,0,0,11.51106505,0
John Doe,632,146771,1083809,4, false,0,0,7.384353857,0
John Doe,630,38387,49422,2, false,0.055,31100.92224,1.287467111,0.810194134
John Doe,686,146580,969632,7, false,0.059,178094.3775,6.615036158,1.2149978
John Doe,488,278128,1809200,24, false,0,0,6.504918599,0
John Doe,540,85961,1142612,12, false,0,0,13.29221391,0
John Doe,576,24552,1191297,17, false,0,0,48.52138319,0
John Doe,395,91656,145955,6, true,0.059,29633.87931,1.592421664,0.323316306
John Doe,722,28310,409251,2, false,0.055,300944.7828,14.45605793,10.63033496
John Doe,504,38586,1049326,12, false,0,0,27.19447468,0
John Doe,546,50761,1438123,2, false,0,0,28.33125825,0
John Doe,500,291930,1807007,4, false,0,0,6.189864008,0
John Doe,645,86758,1784788,23, false,0,0,20.57202794,0
John Doe,708,269012,216562,27, true,0.085,20624.50848,0.805027285,0.076667615
John Doe,335,196707,1953319,14, false,0,0,9.930093998,0
John Doe,524,114963,726405,2, false,0.055,480098.0498,6.318598158,4.176109268
John Doe,552,162530,973636,2, false,0.055,863516.8445,5.990500215,5.312968956
John Doe,696,39071,934947,29, false,0.085,87462.34997,23.92943615,2.238549051
John Doe,711,84939,1841253,14, false,0,0,21.67735669,0
John Doe,632,173523,1698492,14, false,0,0,9.788281669,0
John Doe,456,55030,1825362,16, false,0,0,33.17030711,0
John Doe,585,146690,986031,29, false,0.085,92111.30657,6.721869248,0.627931737
John Doe,303,228700,1304578,21, false,0,0,5.70432007,0
John Doe,486,133314,1871095,24, false,0,0,14.03524761,0
John Doe,747,182575,515986,11, false,0.063,69264.90343,2.826159113,0.379377809
John Doe,628,223400,937553,25, false,0.08,87785.48377,4.196745748,0.392952031
John Doe,372,92873,1754222,1, false,0,0,18.88839598,0
John Doe,541,229997,719832,22, false,0.08,70760.35418,3.129745171,0.307657727
John Doe,710,169349,1002137,19, false,0,0,5.917584397,0
John Doe,370,118459,1139555,19, false,0,0,9.619826269,0
John Doe,647,243515,551184,25, true,0.08,51212.15757,2.26344989,0.210303914
John Doe,604,241551,1999850,30, false,0,0,8.279203978,0
John Doe,662,9916,1184625,12, false,0,0,119.4660145,0
John Doe,401,106640,933965,22, false,0.08,90606.68951,8.758111403,0.849650127
John Doe,584,290276,1225276,7, false,0,0,4.221072359,0
John Doe,401,4132,473750,24, false,0.08,44994.81626,114.6539206,10.88935534
John Doe,604,229598,936131,4, false,0.055,282499.4053,4.077261126,1.230408824
John Doe,425,6589,521949,11, false,0.063,69249.59426,79.21520716,10.50987923
John Doe,488,70417,119494,18, true,0.08,12850.79231,1.69694818,0.182495595
John Doe,427,292297,114870,27, true,0.085,10867.91079,0.392990691,0.037181055
John Doe,416,223768,1470027,18, false,0,0,6.569424583,0
John Doe,361,87229,302425,11, false,0.063,40358.57511,3.467023582,0.462673825
John Doe,611,183201,1449695,10, false,0,0,7.91313912,0
John Doe,502,7786,1822961,7, false,0,0,234.1331878,0
John Doe,335,89473,1787062,26, false,0,0,19.97319862,0
John Doe,489,270802,1301802,8, false,0,0,4.807209696,0
John Doe,535,59136,747784,23, false,0.08,71381.34423,12.64515693,1.207070891
John Doe,459,135044,1464710,27, false,0,0,10.84616866,0
John Doe,478,58798,133950,21, true,0.08,13399.88975,2.278138712,0.227897033
John Doe,552,212957,1559150,25, false,0,0,7.321431087,0
John Doe,421,39829,1572622,9, false,0,0,39.48434558,0
John Doe,703,126235,1264421,27, false,0,0,10.01640591,0
John Doe,613,5019,542644,28, false,0.085,51178.74387,108.1179518,10.19700017
John Doe,456,52646,1012623,14, false,0,0,19.23456673,0
John Doe,519,251162,226397,18, true,0.08,24183.17959,0.901398301,0.096285185
John Doe,473,73727,1220596,27, false,0,0,16.55561735,0
John Doe,841,19814,591332,25, false,0.08,55121.56369,29.8441506,2.781950322
John Doe,560,177663,1552129,21, false,0,0,8.736366041,0
John Doe,595,175052,5192,15, true,0.067,558.7563309,0.029659758,0.003191945
John Doe,620,213857,312002,15, true,0.067,33243.41079,1.458928162,0.155446914
John Doe,762,152690,538002,11, false,0.063,69396.11596,3.523492043,0.454490248
John Doe,835,45298,1459846,18, false,0,0,32.22760387,0
John Doe,689,63245,241029,7, false,0.059,42114.5023,3.811036446,0.665894574
John Doe,406,182261,1782253,17, false,0,0,9.778575779,0
John Doe,698,262277,1924632,3, false,0,0,7.338165375,0
John Doe,417,31827,454365,8, false,0.059,78635.61244,14.27608634,2.47072022
John Doe,472,90406,58653,6, true,0.059,12202.21722,0.648773312,0.134971321
John Doe,836,208129,754773,3, false,0.055,314085.73,3.626467239,1.509091621
John Doe,507,253257,1634867,26, false,0,0,6.455367473,0
John Doe,570,259516,985847,30, false,0.085,91130.52307,3.798790826,0.351155702
John Doe,816,113175,373859,14, true,0.067,41376.81256,3.303370886,0.365600288
John Doe,602,192480,1830442,23, false,0,0,9.509777639,0
John Doe,763,62446,1210304,16, false,0,0,19.38160971,0
John Doe,590,265289,1298735,23, false,0,0,4.895547874,0
John Doe,397,186965,201172,21, true,0.08,20025.55587,1.075987484,0.107108581
John Doe,569,163872,1158086,26, false,0,0,7.06701572,0
John Doe,796,12910,990247,2, false,0.055,878249.1246,76.70387297,68.02859215
John Doe,530,231412,85203,2, true,0.055,56312.65497,0.368187475,0.243343712
John Doe,747,92915,817199,15, false,0.067,88547.01809,8.795124576,0.952989486
John Doe,490,243933,1743384,29, false,0,0,7.146978884,0
John Doe,633,176005,337097,16, true,0.067,34495.49621,1.915269453,0.19599157
John Doe,330,295274,1296670,21, false,0,0,4.391412722,0
John Doe,382,143742,1742004,15, false,0,0,12.11896314,0
John Doe,621,84710,474638,26, false,0.085,45688.97753,5.603092905,0.539357544
John Doe,772,267851,844273,23, true,0.08,81563.07264,3.15202482,0.304509121
John Doe,711,292789,862336,15, true,0.067,92803.48601,2.94524726,0.316963704
John Doe,621,169175,1854356,7, false,0,0,10.96117039,0
John Doe,468,159996,494263,3, false,0.055,251640.6719,3.089220981,1.572793519
John Doe,747,58973,995857,23, false,0.08,95686.2285,16.88666,1.622543003
John Doe,411,167945,682836,5, false,0.059,162720.8484,4.065831076,0.968893676
John Doe,769,129194,1247721,30, false,0,0,9.657731783,0
John Doe,726,103702,1132715,2, false,0,0,10.92278837,0
John Doe,822,293745,256887,5, true,0.059,61216.55946,0.874523822,0.208400345
John Doe,821,199700,1323772,23, false,0,0,6.628803205,0
John Doe,682,266495,662398,1, false,0.055,4001732.742,2.4855926,15.01616444
John Doe,840,89748,1647002,30, false,0,0,18.35140616,0
John Doe,505,299756,20528,30, true,0.085,1899.947783,0.068482366,0.006338314
John Doe,442,156669,1327996,19, false,0,0,8.476443968,0
John Doe,777,288409,1495184,6, false,0,0,5.184248758,0
John Doe,378,140074,468787,10, false,0.063,67001.86716,3.346709596,0.478331933
John Doe,849,16321,223075,29, false,0.085,20853.45293,13.66797378,1.277706815
John Doe,843,189982,1997167,1, false,0,0,10.51240117,0
John Doe,714,62924,491505,3, false,0.055,224932.1089,7.811089568,3.574663228
John Doe,644,30065,567484,10, false,0.063,79535.5401,18.87523699,2.645452855
John Doe,756,286145,1760041,23, false,0,0,6.150871062,0
John Doe,344,215216,1862258,16, false,0,0,8.652971898,0
John Doe,804,23542,1265940,27, false,0,0,53.77368108,0
John Doe,799,34037,1871661,29, false,0,0,54.98901196,0
John Doe,659,34474,96331,12, true,0.063,11680.49108,2.794308754,0.338820302
John Doe,503,15419,869310,25, false,0.08,80944.98554,56.37914262,5.249691001
John Doe,398,203360,1775588,14, false,0,0,8.731254917,0
John Doe,421,17387,1467422,17, false,0,0,84.39765342,0
John Doe,813,106100,660768,9, false,0.063,97046.90749,6.227785108,0.914673963
John Doe,328,119085,550882,13, false,0.067,63844.46007,4.62595625,0.536125121
John Doe,783,160088,786746,1, false,0.055,1598829.621,4.914459547,9.987192175
John Doe,336,36615,1505361,1, false,0,0,41.11323228,0
John Doe,687,242188,1750025,16, false,0,0,7.225894759,0
John Doe,568,269274,1135285,4, false,0,0,4.216095873,0
John Doe,365,210649,1228880,4, false,0,0,5.833780364,0
John Doe,460,153608,1398052,15, false,0,0,9.101427009,0
John Doe,698,156142,1739237,21, false,0,0,11.13881595,0
John Doe,427,3159,1664833,22, false,0,0,527.0126622,0
John Doe,747,66565,120889,7, true,0.059,21976.73371,1.816104559,0.330154491
John Doe,492,106462,977934,11, false,0.063,124116.0733,9.18575642,1.165825114
John Doe,336,10609,406388,19, false,0.08,41671.09265,38.30596663,3.927900146
John Doe,776,204877,750969,23, true,0.08,72549.20991,3.665462692,0.354111052
John Doe,552,49504,1483169,23, false,0,0,29.96058904,0
John Doe,504,5544,810850,16, false,0.067,84488.67355,146.257215,15.23965973
John Doe,697,106191,1124793,21, false,0,0,10.59216883,0
John Doe,788,178897,1588283,24, false,0,0,8.878198069,0
John Doe,563,170193,315009,27, true,0.085,29875.45559,1.85089281,0.175538686
John Doe,837,140599,823370,14, false,0.067,94659.46937,5.856158294,0.673258482
John Doe,668,266597,1562774,21, false,0,0,5.86193393,0
John Doe,346,115968,1281072,17, false,0,0,11.04677152,0
John Doe,317,73324,320371,29, false,0.085,29886.37303,4.369251541,0.407593326
John Doe,434,292434,802447,12, false,0.063,96371.3279,2.744027712,0.329548985
John Doe,388,144662,1351898,26, false,0,0,9.345218509,0
John Doe,756,89266,1405230,26, false,0,0,15.74205185,0
John Doe,334,286129,1606096,2, false,0,0,5.613188457,0
John Doe,837,41033,163812,3, false,0.055,60917.67081,3.992201399,1.484601926
John Doe,751,79082,1944909,10, false,0,0,24.59357376,0
John Doe,552,224515,34893,10, true,0.063,4740.395243,0.155415006,0.021113936
John Doe,488,159005,1055131,6, false,0,0,6.635835351,0
John Doe,482,250924,1660936,7, false,0,0,6.619279144,0
John Doe,523,2665,581742,14, false,0.067,66880.48998,218.2896811,25.09586866
John Doe,441,234608,1207432,3, false,0,0,5.146593467,0
John Doe,335,152862,1493355,2, false,0,0,9.769301723,0
John Doe,324,94225,419256,25, false,0.08,39038.62933,4.449519767,0.414312861
John Doe,733,239558,916797,21, false,0.08,90398.9053,3.827035624,0.377357071
John Doe,727,96691,1981978,9, false,0,0,20.49806083,0
John Doe,543,109805,122123,27, true,0.085,11640.44092,1.112180684,0.106010117
John Doe,761,41988,1830762,5, false,0,0,43.60202915,0
John Doe,836,31123,1432873,29, false,0,0,46.03903865,0
John Doe,312,177660,1865850,8, false,0,0,10.50236407,0
John Doe,624,241325,1979632,26, false,0,0,8.203178287,0
John Doe,413,115325,1431928,13, false,0,0,12.41645784,0
John Doe,651,298034,1276988,15, false,0,0,4.284705772,0
John Doe,651,282725,439883,18, true,0.08,46883.15688,1.555868777,0.165826004
John Doe,698,181346,422768,23, true,0.08,40356.23674,2.33127833,0.222537231
John Doe,606,239236,913375,24, true,0.08,85816.06305,3.81788276,0.358708819
John Doe,720,279643,1600516,19, false,0,0,5.72342594,0
John Doe,582,210912,507767,26, true,0.085,48742.69988,2.407482742,0.231104441
John Doe,556,80305,1787077,11, false,0,0,22.25362057,0
John Doe,724,84172,872512,25, false,0.08,81067.70521,10.36582236,0.963119627
John Doe,646,190786,870878,8, false,0.059,147928.5997,4.56468504,0.775364019
John Doe,430,151330,26209,29, true,0.085,2444.952729,0.173191039,0.016156431
John Doe,745,60837,1486024,10, false,0,0,24.42631951,0
John Doe,524,113075,820838,10, false,0.063,112889.467,7.259235021,0.998359204
John Doe,555,200971,944279,20, false,0.08,95602.36484,4.698583378,0.47570229
John Doe,620,244524,441791,7, true,0.059,81144.69524,1.806738807,0.33184757
John Doe,816,115748,1851742,29, false,0,0,15.99804748,0
John Doe,478,274971,295432,25, true,0.08,27569.33218,1.074411483,0.10026269
John Doe,650,271215,948736,14, false,0.067,106565.7329,3.498095607,0.392919761
John Doe,637,64402,1867117,30, false,0,0,28.99159964,0
John Doe,737,104590,1997954,9, false,0,0,19.10272493,0
John Doe,367,100158,1699579,29, false,0,0,16.96897901,0
John Doe,429,179846,223931,22, true,0.08,21849.35627,1.245126386,0.121489253
John Doe,416,47991,772921,18, false,0.08,81322.63017,16.10554062,1.694539188
John Doe,792,296507,901796,14, true,0.067,100540.0841,3.041398685,0.339081655
John Doe,711,156629,1710368,15, false,0,0,10.91986797,0
John Doe,549,230161,1699157,28, false,0,0,7.3824714,0
John Doe,684,212702,1554488,2, false,0,0,7.308290472,0
John Doe,573,13908,754763,20, false,0.08,76280.90389,54.26826287,5.484678163
John Doe,675,122581,1741466,5, false,0,0,14.20665519,0
John Doe,349,160102,1162937,17, false,0,0,7.263725625,0
John Doe,753,253767,1449860,21, false,0,0,5.713351224,0
John Doe,753,54135,424043,4, false,0.055,136419.7052,7.833065484,2.51999086
John Doe,594,215687,1037197,30, false,0,0,4.808806279,0
John Doe,811,166991,1887603,4, false,0,0,11.30362115,0
John Doe,696,208225,843941,27, false,0.085,79974.25221,4.053024373,0.38407613
John Doe,578,104423,593975,29, false,0.085,55223.31391,5.68816257,0.528842438
John Doe,499,196297,499408,22, true,0.08,48728.14982,2.544144842,0.248236854
John Doe,655,18822,19441,10, true,0.063,2641.160804,1.032887047,0.140323069
John Doe,561,6049,1986772,12, false,0,0,328.4463548,0
John Doe,300,219296,823439,1, false,0.055,2003509.927,3.75492029,9.136098819
John Doe,773,128808,1311538,27, false,0,0,10.18211602,0
John Doe,453,247786,29744,17, true,0.067,3000.297375,0.120039066,0.012108422
John Doe,711,3951,585870,11, false,0.063,78184.27181,148.2839787,19.78847679
John Doe,387,198967,358452,10, true,0.063,50894.90779,1.801565084,0.255795724
John Doe,593,243164,1824649,20, false,0,0,7.503779342,0
John Doe,354,111393,1344381,11, false,0,0,12.06881043,0
John Doe,458,112922,601662,20, false,0.08,60493.20595,5.328120295,0.535707886
John Doe,615,292358,1080284,12, false,0,0,3.69507248,0
John Doe,409,286775,1008105,6, false,0,0,3.515316886,0
John Doe,322,261966,1029274,25, false,0,0,3.929036593,0
John Doe,561,86686,881714,12, false,0.063,107432.6222,10.17135408,1.239330713
John Doe,714,249047,447935,24, true,0.08,42085.6912,1.798596249,0.168986943
John Doe,619,296127,1042965,17, false,0,0,3.522019269,0
John Doe,643,186276,1106423,30, false,0,0,5.939697009,0
John Doe,786,235075,1013565,26, false,0,0,4.311666489,0
John Doe,604,160770,709783,20, false,0.08,72378.78689,4.414897058,0.450200827
John Doe,544,246943,1349033,11, false,0,0,5.462932742,0
John Doe,579,163667,709890,12, false,0.063,86922.94171,4.337404608,0.531096322
John Doe,582,163694,957623,29, false,0.085,89395.2814,5.850080027,0.546112145
John Doe,635,265006,12800,7, true,0.059,2280.614327,0.048300793,0.008605897
John Doe,598,261940,1486929,23, false,0,0,5.676601512,0
John Doe,620,43332,863415,6, false,0.059,197008.2585,19.92557463,4.546484318
John Doe,683,19280,640746,23, false,0.08,61815.86168,33.23371369,3.206216892
John Doe,798,130779,1328667,1, false,0,0,10.15963572,0
John Doe,737,66115,964388,26, false,0.085,93096.59007,14.58652348,1.408100886
John Doe,638,59211,1171124,6, false,0,0,19.77882488,0
John Doe,725,138833,1747725,2, false,0,0,12.58868569,0
John Doe,743,209945,344712,5, false,0.059,95202.55207,1.64191574,0.453464251
John Doe,503,280917,1452,15, true,0.067,155.2202912,0.005168787,0.000552549
John Doe,394,284515,1160018,23, false,0,0,4.07717695,0
John Doe,504,59848,442079,5, false,0.059,117858.5394,7.386696297,1.969297879
John Doe,416,116079,1633552,5, false,0,0,14.07276079,0
John Doe,802,40773,772030,5, false,0.059,202340.3121,18.93483433,4.962605453
John Doe,628,276990,397721,8, true,0.059,68832.40218,1.435867721,0.248501398
John Doe,708,48883,679171,26, false,0.085,65316.60223,13.89380766,1.336182358
John Doe,678,287493,1518864,18, false,0,0,5.28313385,0
John Doe,799,98147,1539773,3, false,0,0,15.68843673,0
John Doe,553,80776,831242,13, false,0.067,99214.42125,10.29070516,1.228266085
John Doe,676,146257,1143811,5, false,0,0,7.820555597,0
John Doe,629,100967,95731,26, true,0.085,9232.520119,0.948141472,0.091440967
John Doe,341,156641,444028,17, true,0.067,44176.26264,2.834685683,0.282022348
John Doe,805,131096,52234,4, true,0.055,14577.34472,0.398440837,0.111195954
John Doe,692,205772,651159,9, false,0.063,101411.1531,3.164468441,0.492832616
John Doe,563,28490,1842492,9, false,0,0,64.67153387,0
John Doe,839,135632,1467090,15, false,0,0,10.81669518,0
John Doe,807,54000,1391539,6, false,0,0,25.76924074,0
John Doe,657,130166,1093876,0, false,0,0,8.403699891,0
John Doe,817,170573,177085,12, true,0.063,21683.28774,1.038177203,0.127120281
John Doe,485,24510,326808,20, false,0.08,33386.76562,13.33365973,1.36216914
John Doe,450,65018,1880543,16, false,0,0,28.92342121,0
John Doe,450,165419,1700100,24, false,0,0,10.27753765,0
John Doe,632,56671,164351,1, false,0.055,498715.4829,2.900089993,8.800188507
John Doe,403,129799,689026,1, false,0.055,847817.2,5.308407615,6.53176989
John Doe,789,147801,189156,17, true,0.067,18974.07315,1.279801896,0.12837581
John Doe,730,119999,1485979,3, false,0,0,12.38326153,0
John Doe,575,275770,1371798,17, false,0,0,4.974427965,0
John Doe,816,154300,1182225,7, false,0,0,7.661860013,0
John Doe,661,236743,1659971,27, false,0,0,7.011700452,0
John Doe,632,18877,343142,20, false,0.08,34991.26028,18.17778249,1.853645191
John Doe,594,288426,1599845,10, false,0,0,5.546812701,0
John Doe,465,273836,1222103,30, false,0,0,4.462901153,0
John Doe,617,136009,505444,27, true,0.085,47897.31265,3.716254071,0.352162818
John Doe,658,86324,1195598,30, false,0,0,13.85012279,0
John Doe,583,275301,1878566,12, false,0,0,6.823680263,0
John Doe,557,94291,616747,11, false,0.063,81357.00862,6.540889374,0.862828993
John Doe,748,81587,119695,2, false,0.055,106157.3819,1.467084217,1.3011556
John Doe,528,76488,92222,27, true,0.085,8775.425761,1.20570547,0.114729445
John Doe,455,96712,1726487,29, false,0,0,17.85183845,0
John Doe,502,279320,323426,14, true,0.067,36058.35161,1.157904912,0.12909334
John Doe,621,292671,1278788,16, false,0,0,4.369370385,0
John Doe,408,236215,1970128,12, false,0,0,8.340401753,0
John Doe,527,272748,1207986,14, false,0,0,4.4289454,0
John Doe,576,137495,1565929,22, false,0,0,11.38898869,0
John Doe,619,164078,763128,14, false,0.067,87386.33632,4.651007448,0.532590209
John Doe,613,190758,1130835,19, false,0,0,5.928113107,0
John Doe,760,44202,804386,22, false,0.08,78485.40977,18.19795484,1.77560766
John Doe,794,246563,1796758,21, false,0,0,7.287216655,0
John Doe,303,122404,1632867,19, false,0,0,13.33998072,0
John Doe,568,289807,1215331,27, false,0,0,4.193587456,0
John Doe,655,140876,1529813,4, false,0,0,10.8592876,0
John Doe,708,172112,701386,3, false,0.055,291869.6533,4.075171981,1.695812339
John Doe,780,205225,1021976,29, false,0,0,4.979783165,0
John Doe,681,38640,1645713,14, false,0,0,42.59091615,0
John Doe,401,65735,76449,15, true,0.067,8255.285847,1.162987754,0.125584329
John Doe,718,108162,1592173,17, false,0,0,14.7202622,0
John Doe,622,24913,1888922,3, false,0,0,75.82073616,0
John Doe,756,67248,120287,19, true,0.08,12404.61642,1.788707471,0.184460749
John Doe,485,200967,1064776,7, false,0,0,5.298262899,0
John Doe,787,128016,1127425,15, false,0,0,8.806906949,0
John Doe,520,146500,1671634,26, false,0,0,11.41047099,0
John Doe,487,258948,1805598,10, false,0,0,6.972820798,0
John Doe,693,155167,702978,15, false,0.067,75910.53296,4.530460729,0.489218281
John Doe,658,185179,1316475,9, false,0,0,7.109202447,0
John Doe,595,42517,1241715,23, false,0,0,29.20514147,0
John Doe,541,269238,1363037,0, false,0,0,5.062572891,0
John Doe,420,299697,1325630,19, false,0,0,4.423234133,0
John Doe,697,246251,234548,2, false,0.055,124110.5755,0.95247532,0.50400029
John Doe,487,86864,1937633,9, false,0,0,22.30651363,0
John Doe,588,215591,1879298,20, false,0,0,8.716959428,0
John Doe,366,86677,385358,13, false,0.067,44843.77854,4.445908372,0.517366528
John Doe,438,70414,1771574,11, false,0,0,25.15940012,0
John Doe,821,114503,778875,22, false,0.08,75996.25495,6.802223523,0.663705361
John Doe,350,9384,1139097,20, false,0,0,121.3871483,0
John Doe,618,1150,512149,2, false,0.055,294313.9063,445.3469565,255.9251359
John Doe,411,73450,76994,2, false,0.055,73372.44445,1.048250511,0.998944104
John Doe,574,104154,222813,30, true,0.085,20635.2163,2.139264935,0.198122168
John Doe,664,232330,485212,29, true,0.085,45455.56261,2.08846038,0.195650853
John Doe,359,175626,1233515,27, false,0,0,7.023532962,0
John Doe,556,28232,1137997,25, false,0,0,40.30876311,0
John Doe,804,37137,1023320,15, false,0,0,27.55526833,0
John Doe,544,31543,755040,28, false,0.085,71265.90106,23.93684811,2.259325399
John Doe,384,286533,1864725,15, false,0,0,6.507889144,0
John Doe,574,258173,141523,7, true,0.059,25727.8436,0.548171188,0.099653502
John Doe,730,147175,884905,20, false,0.08,89124.02642,6.012604043,0.605564983
John Doe,442,19774,1464511,7, false,0,0,74.06245575,0
John Doe,605,59031,931838,25, false,0.08,87152.02066,15.78557029,1.476377169
John Doe,491,175383,920739,14, false,0.067,103421.0005,5.249875986,0.589686574
John Doe,758,103161,1678430,18, false,0,0,16.27000514,0
John Doe,830,220388,1529328,6, false,0,0,6.939252591,0
John Doe,425,29188,281283,27, false,0.085,26788.28057,9.636939838,0.91778404
John Doe,438,201079,874621,30, false,0.085,80899.07344,4.349638699,0.402324825
John Doe,817,259814,1994223,29, false,0,0,7.675579453,0
John Doe,774,90300,370167,23, false,0.08,35473.08843,4.099302326,0.392835974
John Doe,797,50749,1758253,18, false,0,0,34.64606199,0
John Doe,613,282280,1274620,18, false,0,0,4.515445657,0
John Doe,539,169608,1755669,14, false,0,0,10.35133366,0
John Doe,646,188364,1242579,28, false,0,0,6.59669045,0
John Doe,497,87460,1002184,2, false,0,0,11.45876972,0
John Doe,610,285916,835316,12, true,0.063,103307.0219,2.92154339,0.361319485
John Doe,803,273506,1501137,21, false,0,0,5.48849751,0
John Doe,372,131614,64011,2, true,0.055,38449.94617,0.486354035,0.292141764
John Doe,797,101434,511129,17, false,0.067,51129.76759,5.039030305,0.504069322
John Doe,626,109175,1826349,16, false,0,0,16.72863751,0
John Doe,610,77753,764343,28, false,0.085,71815.1221,9.830398827,0.923631527
